Provider ID,Hospital Name,ZIP Code,County Name,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison
50150,SIERRA NEVADA MEMORIAL HOSPITAL,95945,NEVADA,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,3,3,1,3,1,2
50152,SAINT FRANCIS MEMORIAL HOSPITAL,94109,SAN FRANCISCO,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,2,1,3,1,2
50153,O'CONNOR HOSPITAL,95128,SANTA CLARA,Acute Care Hospitals,Voluntary non-profit - Church,1,2,2,2,1,1,2,1,3
50159,VENTURA COUNTY MEDICAL CENTER,93003,VENTURA,Acute Care Hospitals,Government - Local,1,2,2,2,2,1,1,1,2
50167,SAN JOAQUIN GENERAL HOSPITAL,95231,SAN JOAQUIN,Acute Care Hospitals,Government - Local,1,2,2,2,2,1,2,1,2
50168,ST JUDE MEDICAL CENTER,92835,ORANGE,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,2,3,2,2,1,1
50169,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,90602,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,1,1,3,1,1,1
50174,SANTA ROSA MEMORIAL HOSPITAL,95405,SONOMA,Acute Care Hospitals,Voluntary non-profit - Private,1,4,1,3,3,1,2,1,3
50179,EMANUEL MEDICAL CENTER,95382,STANISLAUS,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,2,2,1,2,1,2
50180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,94598,CONTRA COSTA,Acute Care Hospitals,Voluntary non-profit - Other,1,4,2,3,3,3,2,1,2
50194,WATSONVILLE COMMUNITY HOSPITAL,95076,SANTA CRUZ,Acute Care Hospitals,Proprietary,1,3,2,3,2,1,2,2,2
50195,WASHINGTON HOSPITAL,94538,ALAMEDA,Acute Care Hospitals,Government - Hospital District or Authority,1,3,2,3,1,1,2,1,2
50197,SEQUOIA HOSPITAL,94062,SAN MATEO,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,2,3,2,2
50222,SHARP CHULA VISTA MEDICAL CENTER,91911,SAN DIEGO,Acute Care Hospitals,Proprietary,1,4,3,3,2,3,3,1,3
50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,92663,ORANGE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,3,2,3,2,2,1
50225,FEATHER RIVER HOSPITAL,95969,BUTTE,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,2,3,1,3,1,1
50226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,92801,ORANGE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,1,3,1,2,2,2
50228,SAN FRANCISCO GENERAL HOSPITAL,94110,SAN FRANCISCO,Acute Care Hospitals,Government - Local,1,1,2,1,1,1,1,1,2
50231,POMONA VALLEY HOSPITAL MEDICAL CENTER,91767,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,1,3,1,2
50232,FRENCH HOSPITAL MEDICAL CENTER,93401,SAN LUIS OBISPO,Acute Care Hospitals,Voluntary non-profit - Other,1,4,2,3,3,3,3,2,1
50235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,91505,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,3,1,1,2,1,2
50236,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,93065,VENTURA,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,2,1,1,2,1,2
50238,METHODIST HOSPITAL OF SOUTHERN CA,91006,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,1,5,3,3,3,2,3,2,3
50239,GLENDALE ADVENTIST MEDICAL CENTER,91206,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,3,2,2,3,1,1
50242,DOMINICAN HOSPITAL,95065,SANTA CRUZ,Acute Care Hospitals,Voluntary non-profit - Church,1,4,2,3,3,1,3,2,2
50243,DESERT REGIONAL MEDICAL CENTER,92262,RIVERSIDE,Acute Care Hospitals,Proprietary,1,1,1,1,1,1,3,2,2
50248,NATIVIDAD MEDICAL CENTER,93906,MONTEREY,Acute Care Hospitals,Government - Hospital District or Authority,1,3,2,2,2,1,3,1,2
50254,MARSHALL MEDICAL CENTER,95667,EL DORADO,Acute Care Hospitals,Voluntary non-profit - Other,1,4,2,3,2,3,3,2,2
50261,SIERRA VIEW MEDICAL CENTER,93257,TULARE,Acute Care Hospitals,Voluntary non-profit - Private,1,2,1,3,2,1,1,1,1
50262,RONALD REAGAN U C L A MEDICAL CENTER,90095,LOS ANGELES,Acute Care Hospitals,Government - State,1,3,3,1,1,2,3,1,1
50272,REDLANDS COMMUNITY HOSPITAL,92373,SAN BERNARDINO,Acute Care Hospitals,Government - Federal,1,4,2,2,3,3,1,1,2
50276,CONTRA COSTA REGIONAL MEDICAL CENTER,94553,CONTRA COSTA,Acute Care Hospitals,Government - Local,1,2,2,2,3,1,2,1,2
50278,PROVIDENCE HOLY CROSS MEDICAL CENTER,91346,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Church,1,4,3,3,2,2,2,2,2
50279,HI-DESERT MEDICAL CENTER,92252,SAN BERNARDINO,Acute Care Hospitals,Government - Hospital District or Authority,1,2,2,2,2,1,1,1,2
50280,MERCY MEDICAL CENTER REDDING,96001,SHASTA,Acute Care Hospitals,Voluntary non-profit - Private,1,3,1,3,3,1,3,1,3
50281,ALHAMBRA HOSPITAL MEDICAL CENTER,91801,LOS ANGELES,Acute Care Hospitals,Proprietary,1,4,3,3,3,1,1,3,2
50289,SETON MEDICAL CENTER,94015,SAN MATEO,Acute Care Hospitals,Voluntary non-profit - Church,1,2,2,1,1,1,2,2,1
50295,MERCY HOSPITAL,93301,KERN,Acute Care Hospitals,Voluntary non-profit - Other,1,2,1,2,2,1,3,1,3
50296,HAZEL HAWKINS MEMORIAL HOSPITAL,95023,SAN BENITO,Acute Care Hospitals,Government - Hospital District or Authority,0,2,2,1,2,1,2,2,1
50298,BARSTOW COMMUNITY HOSPITAL,92311,SAN BERNARDINO,Acute Care Hospitals,Proprietary,1,3,2,2,1,2,3,1,2
50300,ST MARY MEDICAL CENTER,92307,SAN BERNARDINO,Acute Care Hospitals,Voluntary non-profit - Private,1,2,3,2,1,1,1,1,2
50301,UKIAH VALLEY MEDICAL CENTER,95482,MENDOCINO,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,1,3,1,2,3,2
50305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,94705,ALAMEDA,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,3,1,2,1,2
50308,EL CAMINO HOSPITAL,94040,SANTA CLARA,Acute Care Hospitals,Government - Hospital District or Authority,1,4,2,3,3,3,3,2,2
50320,HIGHLAND HOSPITAL,94602,ALAMEDA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,2,1,2,1,2,1,2
50324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,92037,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Other,1,5,2,3,3,3,3,2,2
50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,92354,SAN BERNARDINO,Acute Care Hospitals,Voluntary non-profit - Private,1,2,3,1,1,1,2,1,1
50329,CORONA REGIONAL MEDICAL CENTER,92882,RIVERSIDE,Acute Care Hospitals,Proprietary,1,3,2,3,2,1,3,1,2
50334,SALINAS VALLEY MEMORIAL HOSPITAL,93901,MONTEREY,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,3,2,1,3,2,3
50335,SONORA REGIONAL MEDICAL CENTER,95370,TUOLUMNE,Acute Care Hospitals,Voluntary non-profit - Church,1,2,1,1,3,1,2,1,2
50336,LODI MEMORIAL HOSPITAL,95240,SAN JOAQUIN,Acute Care Hospitals,Voluntary non-profit - Other,1,2,2,1,1,1,2,1,2
50342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,92227,IMPERIAL,Acute Care Hospitals,Government - Hospital District or Authority,1,2,2,2,1,1,2,1,2
50348,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,92868,ORANGE,Acute Care Hospitals,Government - Local,1,2,2,2,1,2,3,1,2
50350,BEVERLY HOSPITAL,90640,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,2,1,1,1,1,2
50351,TORRANCE MEMORIAL MEDICAL CENTER,90509,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,1,3,3,2,1,2
50352,BARTON MEMORIAL HOSPITAL,96150,EL DORADO,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,3,2,2,2
50353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,90503,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,3,1,1,2,1,2
50359,TULARE REGIONAL MEDICAL CENTER,93274,TULARE,Acute Care Hospitals,Government - Hospital District or Authority,1,1,1,1,1,1,2,2,2
50360,MARIN GENERAL HOSPITAL,94904,MARIN,Acute Care Hospitals,Government - Local,1,3,2,2,3,1,2,2,2
50367,NORTHBAY MEDICAL CENTER,94533,SOLANO,Acute Care Hospitals,Voluntary non-profit - Other,1,2,2,1,2,2,3,1,3
50380,GOOD SAMARITAN HOSPITAL,95124,SANTA CLARA,Acute Care Hospitals,Proprietary,1,2,1,2,2,1,3,2,2
50382,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,91723,LOS ANGELES,Acute Care Hospitals,Proprietary,1,2,3,3,1,1,2,1,1
50390,HEMET VALLEY MEDICAL CENTER,92543,RIVERSIDE,Acute Care Hospitals,Government - State,1,1,2,3,1,1,1,1,1
50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,93003,VENTURA,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,3,2,1,1,1
50396,SANTA BARBARA COTTAGE HOSPITAL,93102,SANTA BARBARA,Acute Care Hospitals,Voluntary non-profit - Private,1,5,2,3,3,3,2,2,2
50407,CHINESE HOSPITAL,94133,SAN FRANCISCO,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,1,2,3,2
50414,MERCY HOSPITAL OF FOLSOM,95630,SACRAMENTO,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,2,1,3,1,2
50426,WEST ANAHEIM MEDICAL CENTER,92804,ORANGE,Acute Care Hospitals,Proprietary,1,3,3,3,2,1,2,1,2
50438,HUNTINGTON MEMORIAL HOSPITAL,91109,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,1,3,2,1,1,2
50441,STANFORD HEALTH CARE,94305,SANTA CLARA,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,3,3,1,2
50444,MERCY MEDICAL CENTER,95340,MERCED,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,1,1,2,1,2
50454,UCSF MEDICAL CENTER,94143,SAN FRANCISCO,Acute Care Hospitals,Voluntary non-profit - Other,1,3,3,3,1,3,2,1,1
50455,SAN JOAQUIN COMMUNITY HOSPITAL,93301,KERN,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,2,1,1,3,1,1
50457,ST MARY'S MEDICAL CENTER,94117,SAN FRANCISCO,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,2,3,2,2
50464,DOCTORS MEDICAL CENTER,95350,STANISLAUS,Acute Care Hospitals,Proprietary,1,2,1,2,1,1,3,1,2
50471,GOOD SAMARITAN HOSPITAL,90017,LOS ANGELES,Acute Care Hospitals,Proprietary,1,3,3,3,2,1,2,2,2
50481,WEST HILLS HOSPITAL & MEDICAL CENTER,91307,LOS ANGELES,Acute Care Hospitals,Proprietary,1,3,3,3,1,1,3,2,2
50485,LONG BEACH MEMORIAL MEDICAL CENTER,90806,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other,1,3,3,1,2,1,1,1,2
50488,EDEN MEDICAL CENTER,94546,ALAMEDA,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,2,2,2,3,1,2
50492,CLOVIS COMMUNITY MEDICAL CENTER,93611,FRESNO,Acute Care Hospitals,Voluntary non-profit - Private,1,2,1,1,3,2,2,1,2
50496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,94520,CONTRA COSTA,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,2,2,2,2
50502,SAINT VINCENT MEDICAL CENTER,90057,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Church,1,4,3,3,1,1,2,2,1
50503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,92024,SAN DIEGO,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,1,3,1,2
50506,SIERRA VISTA REGIONAL MEDICAL CENTER,93405,SAN LUIS OBISPO,Acute Care Hospitals,Proprietary,1,3,2,3,3,2,2,2,2
50516,MERCY SAN JUAN MEDICAL CENTER,95608,SACRAMENTO,Acute Care Hospitals,Voluntary non-profit - Other,1,2,2,1,1,1,3,1,3
50523,SUTTER DELTA MEDICAL CENTER,94509,CONTRA COSTA,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,2,1,3,1,2
50549,LOS ROBLES HOSPITAL & MEDICAL CENTER,91360,VENTURA,Acute Care Hospitals,Proprietary,1,3,2,2,1,1,3,2,1
50557,MEMORIAL MEDICAL CENTER,95355,STANISLAUS,Acute Care Hospitals,Voluntary non-profit - Private,1,3,1,1,3,2,3,1,3
50567,MISSION HOSPITAL REGIONAL MED CENTER,92691,ORANGE,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,3,1,2,1,1
50570,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,92708,ORANGE,Acute Care Hospitals,Proprietary,1,4,3,3,3,1,2,1,2
50573,EISENHOWER MEDICAL CENTER,92270,RIVERSIDE,Acute Care Hospitals,Proprietary,1,4,3,3,3,1,2,1,1
50581,LAKEWOOD REGIONAL MEDICAL CENTER,90712,LOS ANGELES,Acute Care Hospitals,Proprietary,1,3,2,3,1,1,2,1,2
50589,PLACENTIA LINDA HOSPITAL,92870,ORANGE,Acute Care Hospitals,Proprietary,1,3,2,2,1,2,3,3,2
50590,METHODIST HOSPITAL OF SACRAMENTO,95823,SACRAMENTO,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,1,2,2,3,1,3
50599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,95817,SACRAMENTO,Acute Care Hospitals,Voluntary non-profit - Other,1,3,3,1,1,1,2,1,2
50603,SADDLEBACK MEMORIAL MEDICAL CENTER,92653,ORANGE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,2,2,1,1
50608,DELANO REGIONAL MEDICAL CENTER,93215,KERN,Acute Care Hospitals,Proprietary,1,2,2,2,2,1,2,2,1
50616,ST JOHNS PLEASANT VALLEY HOSPITAL,93010,VENTURA,Acute Care Hospitals,Voluntary non-profit - Church,1,3,1,3,2,1,3,1,2
50624,HENRY MAYO NEWHALL  HOSPITAL,91355,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,2,1,1,2,1,2
50625,CEDARS-SINAI MEDICAL CENTER,90048,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other,1,4,3,1,3,1,3,1,3
50633,TWIN CITIES COMMUNITY HOSPITAL,93465,SAN LUIS OBISPO,Acute Care Hospitals,Proprietary,1,3,2,2,2,1,3,2,2
50636,POMERADO HOSPITAL,92064,SAN DIEGO,Acute Care Hospitals,Government - Hospital District or Authority,1,3,2,2,2,2,2,2,2
50678,ORANGE COAST MEMORIAL MEDICAL CENTER,92708,ORANGE,Acute Care Hospitals,Proprietary,1,3,2,2,2,2,1,2,1
50689,SAN RAMON REGIONAL MEDICAL CTR,94583,CONTRA COSTA,Acute Care Hospitals,Proprietary,1,3,2,2,3,1,3,3,2
50701,SOUTHWEST HEALTHCARE SYSTEM,92562,RIVERSIDE,Acute Care Hospitals,Proprietary,1,2,2,2,1,1,2,1,2
50736,MONTEREY PARK HOSPITAL,91754,LOS ANGELES,Acute Care Hospitals,Proprietary,1,2,2,2,2,1,2,2,1
50739,CENTINELA HOSPITAL MEDICAL CENTER,90301,LOS ANGELES,Acute Care Hospitals,Proprietary,1,4,3,3,1,1,3,1,2
50746,ORANGE COUNTY GLOBAL MEDICAL CENTER,92705,ORANGE,Acute Care Hospitals,Proprietary,1,1,1,1,2,1,3,2,2
50761,PROVIDENCE TARZANA MEDICAL CENTER,91356,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,1,2,3,1,1,1,2,2,2
50764,SHASTA REGIONAL MEDICAL CENTER,96001,SHASTA,Acute Care Hospitals,Proprietary,1,4,2,3,3,1,3,1,3
50770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,92563,RIVERSIDE,Acute Care Hospitals,Proprietary,1,3,2,3,1,2,1,1,2
51319,MERCY MEDICAL CENTER MT SHASTA,96067,SISKIYOU,Critical Access Hospitals,Voluntary non-profit - Other,1,3,2,2,2,2,2,2,1
51329,SUTTER LAKESIDE HOSPITAL,95453,LAKE,Critical Access Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,2,1,2
51332,MARK TWAIN MEDICAL CENTER,95249,CALAVERAS,Critical Access Hospitals,Voluntary non-profit - Other,1,3,2,2,2,2,2,3,2
60001,NORTH COLORADO MEDICAL CENTER,80631,WELD,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,3,2,2,2
60003,LONGMONT UNITED HOSPITAL,80501,BOULDER,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,3,3,3,2
60004,PLATTE VALLEY MEDICAL CENTER,80601,ADAMS,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,2,2,2
60006,MONTROSE MEMORIAL HOSPITAL,81401,MONTROSE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,3,2,3,2
60008,SAN LUIS VALLEY HEALTH,81101,ALAMOSA,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,2,2,2
60009,LUTHERAN MEDICAL CENTER,80033,JEFFERSON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,3,3,3,3,2
60010,POUDRE VALLEY HOSPITAL,80524,LARIMER,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,3,2,3,2
60011,DENVER HEALTH MEDICAL CENTER,80204,DENVER,Acute Care Hospitals,Government - State,1,3,2,1,3,1,2,2,3
60012,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,81004,PUEBLO,Acute Care Hospitals,Voluntary non-profit - Church,1,4,2,2,3,1,3,2,2
60013,MERCY REGIONAL MEDICAL CENTER,81301,LA PLATA,Acute Care Hospitals,Voluntary non-profit - Church,1,5,2,3,3,3,2,2,2
60014,PRESBYTERIAN ST LUKES MEDICAL CENTER,80218,DENVER,Acute Care Hospitals,Government - State,1,3,2,1,3,3,3,3,2
60015,CENTURA HEALTH-ST ANTHONY HOSPITAL,80228,JEFFERSON,Acute Care Hospitals,Voluntary non-profit - Church,1,4,2,1,3,2,3,3,2
60016,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,81212,FREMONT,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,2,2,2,2,2
60020,PARKVIEW MEDICAL CENTER INC,81003,PUEBLO,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,1,3,2,3,2,2
60022,UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL,80909,EL PASO,Acute Care Hospitals,Government - Local,1,3,1,1,3,1,3,2,1
60023,ST MARYS  MEDICAL CENTER,81502,MESA,Acute Care Hospitals,Voluntary non-profit - Church,1,3,2,1,3,3,3,2,2
60024,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,80045,ADAMS,Acute Care Hospitals,Government - Hospital District or Authority,1,2,2,1,1,3,2,2,3
60027,FOOTHILLS HOSPITAL,80304,BOULDER,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,3,2,2,3,2
60030,MCKEE MEDICAL CENTER,80538,LARIMER,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,3,2,2,2,2
60031,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,80907,EL PASO,Acute Care Hospitals,Voluntary non-profit - Private,1,4,1,2,3,3,2,2,2
60032,ROSE MEDICAL CENTER,80220,DENVER,Acute Care Hospitals,Proprietary,1,4,2,3,2,3,3,3,2
60034,SWEDISH MEDICAL CENTER,80113,ARAPAHOE,Acute Care Hospitals,Proprietary,1,3,2,2,2,2,3,3,2
60036,ARKANSAS VALLEY REGIONAL MEDICAL CENTER,81050,OTERO,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,3,1,2,2,2
60044,COLORADO PLAINS MEDICAL CENTER,80701,MORGAN,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,2,2,2,2,3,2
60054,COMMUNITY HOSPITAL,81505,MESA,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,3,1,2,3,1
60064,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,80210,DENVER,Acute Care Hospitals,Voluntary non-profit - Church,1,4,2,3,3,3,2,2,1
60065,NORTH SUBURBAN MEDICAL CENTER,80229,ADAMS,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,3,3,2
60071,DELTA COUNTY MEMORIAL HOSPITAL,81416,DELTA,Acute Care Hospitals,Government - Local,1,3,2,2,2,2,2,3,2
60075,VALLEY VIEW HOSPITAL ASSOCIATION,81601,GARFIELD,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,2,2,2
60076,STERLING REGIONAL MEDCENTER,80751,LOGAN,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,2,3,2
60100,"MEDICAL CENTER OF AURORA, THE",80012,ARAPAHOE,Acute Care Hospitals,Proprietary,1,4,2,3,2,3,3,3,2
60103,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,80027,BOULDER,Acute Care Hospitals,Voluntary non-profit - Church,1,4,2,3,2,3,3,3,2
60104,ST ANTHONY NORTH HEALTH CAMPUS,80023,BROOMFIELD,Acute Care Hospitals,Voluntary non-profit - Church,1,4,2,3,3,2,3,2,2
60112,SKY RIDGE MEDICAL CENTER,80124,DOUGLAS,Acute Care Hospitals,Proprietary,1,4,2,3,3,3,3,3,2
60113,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,80122,ARAPAHOE,Acute Care Hospitals,Voluntary non-profit - Church,1,4,2,2,3,3,2,2,2
60114,PARKER ADVENTIST HOSPITAL,80138,DOUGLAS,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,2,2,2,2,2
60119,MEDICAL CENTER OF THE ROCKIES,80538,LARIMER,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,2,3,3,2,3,2
60125,CASTLE ROCK ADVENTIST HOSPITAL,80109,DOUGLAS,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,2,3,2
61327,SOUTHWEST MEMORIAL HOSPITAL,81321,MONTEZUMA,Critical Access Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,2,3,2
70002,ST FRANCIS HOSPITAL & MEDICAL CENTER,6105,HARTFORD,Acute Care Hospitals,Voluntary non-profit - Church,1,3,3,1,2,3,2,1,3
70003,DAY KIMBALL HOSPITAL,6260,WINDHAM,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,2,2,2,2,2
70004,SHARON HOSPITAL,6069,LITCHFIELD,Acute Care Hospitals,Proprietary,1,3,2,2,2,2,2,2,2
70005,WATERBURY HOSPITAL,6721,NEW HAVEN,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,1,1,2,1,3
70006,STAMFORD HOSPITAL,6904,FAIRFIELD,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,1,2,1,2,2,3
70007,LAWRENCE & MEMORIAL HOSPITAL,6320,NEW LONDON,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,3,2,2,1,2
70010,BRIDGEPORT HOSPITAL,6610,FAIRFIELD,Acute Care Hospitals,Voluntary non-profit - Private,1,2,3,1,1,2,1,1,1
70011,CHARLOTTE HUNGERFORD HOSPITAL,6790,LITCHFIELD,Acute Care Hospitals,Voluntary non-profit - Private,1,2,1,3,2,1,2,1,2
70012,ROCKVILLE GENERAL HOSPITAL,6066,TOLLAND,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,1,2,1,2,1,2
70016,SAINT MARYS HOSPITAL,6706,NEW HAVEN,Acute Care Hospitals,Voluntary non-profit - Other,1,3,2,2,2,1,2,1,3
70017,MIDSTATE MEDICAL CENTER,6450,NEW HAVEN,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,3,1,2,2,1,3
70018,GREENWICH HOSPITAL ASSOCIATION,6830,FAIRFIELD,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,2,3,2,1,2
70019,"MILFORD HOSPITAL, INC",6460,NEW HAVEN,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,2,1,2
70020,MIDDLESEX HOSPITAL,6457,MIDDLESEX,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,1,2,3,3,2,3
70021,WINDHAM COMM MEM HOSP & HATCH HOSP,6226,WINDHAM,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,2,2,2,3,2,2
70022,YALE-NEW HAVEN HOSPITAL,6504,NEW HAVEN,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,1,1,2,2,1,3
70024,WILLIAM W BACKUS HOSPITAL,6360,NEW LONDON,Acute Care Hospitals,Voluntary non-profit - Other,1,4,3,3,1,2,3,1,3
70025,HARTFORD HOSPITAL,6102,HARTFORD,Acute Care Hospitals,Voluntary non-profit - Private,1,2,3,1,1,1,2,1,2
70027,MANCHESTER MEMORIAL HOSPITAL,6040,HARTFORD,Acute Care Hospitals,Voluntary non-profit - Private,1,2,2,1,2,1,2,1,3
70028,ST VINCENT'S MEDICAL CENTER,6606,FAIRFIELD,Acute Care Hospitals,Voluntary non-profit - Church,1,2,2,1,1,1,2,1,1
70029,BRISTOL HOSPITAL,6010,HARTFORD,Acute Care Hospitals,Voluntary non-profit - Private,1,3,2,3,1,3,2,2,3
70031,GRIFFIN HOSPITAL,6418,NEW HAVEN,Acute Care Hospitals,Voluntary non-profit - Other,1,2,1,2,1,3,3,1,2
70033,DANBURY HOSPITAL,6810,FAIRFIELD,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,1,1,1,2,1,2
70034,NORWALK HOSPITAL ASSOCIATION,6856,FAIRFIELD,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,1,3,2,3,2,2
70035,"HOSPITAL OF CENTRAL CONNECTICUT, THE",6050,HARTFORD,Acute Care Hospitals,Voluntary non-profit - Other,1,2,2,1,2,1,2,1,2
70036,JOHN DEMPSEY HOSPITAL,6032,HARTFORD,Acute Care Hospitals,Government - Local,1,3,3,3,2,2,2,2,2
80001,"CHRISTIANA CARE HEALTH SERVICES, INC.",19718,NEW CASTLE,Acute Care Hospitals,Voluntary non-profit - Private,1,4,3,1,3,2,2,1,3
80004,BAYHEALTH - KENT GENERAL HOSPITAL,19901,KENT,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,3,1,2,2,1,3
80006,NANTICOKE MEMORIAL HOSPITAL,19973,SUSSEX,Acute Care Hospitals,Voluntary non-profit - Private,1,4,2,3,3,3,2,1,2
